"","HEROP_ID","FIPS","SviSmryRnk","SviTh1","SviTh2","SviTh3","SviTh4","EssnWrkP","HghRskP","HltCrP","RetailP","TotWrkE","GiniCoeff","MedInc","PciE","PovP","UnempP","LngTermP","MobileP","RentalP","TotUnits","UnitDens","VacantP","FqhcAvTmDr","FqhcCtTmDr","FqhcTmDrP","TotTracts","OpRxRt","BachelorsP","EduHsP","EduNoHsP","EngProf","GradSclP","SomeCollegeP","CrowdHsng","DivrcdP","FamSize","HHSize","HhldFA","HhldFC","HhldFS","HhldMA","HhldMC","HhldMS","HsdTot","HsdTypCo","HsdTypM","HsdTypMC","MrrdP","NonRelFhhP","NonRelNfhhP","NvMrrdP","OccupantP","SepartedP","TotPopHh","WidwdP","DisbP","FemP","MaleP","MedAge","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr62P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","TotPop","Und18P","AmIndE","AmIndP","AsianE","BlackE","BlackP","HisE","HisP","OtherE","OtherP","PacIsE","PacIsP","TwoRaceE","TwoRaceP","WhiteE","WhiteP","DsmAs","DsmBlk","DsmHsp","IntrAsWht","IntrBlkWht","IntrHspWht","IsoAs","IsoBlk","IsoHsp","TotVetPop","VetP","StateAbbr","StateDesc","CountyName","StateFIPS","CountyFIPS","TotalPopulation","TotalPop18plus","FOODSTAMP_CrudePrev","FOODSTAMP_Crude95ci","FOODSTAMP_AdjPrev","FOODSTAMP_Adj95CI"
"30","050US37007",37007,0.9529,0.9736,0.8034,0.8969,0.8256,68.2,41.6,13.4,8.2,8452,0.4509,30634,23702,21.2,6.9,27.1,25.9,89.5,9932,18.7,16.3,13.22,9,100,9,6.8,8.2,43.3,17.6,0.007,2.7,18,0.02,11.6,3.15,2.4,18.5,7.9,12.2,15.5,1,5.8,8314,7.1,35.9,11,37.9,7.3,2,43.3,83.7,2.5,19987,4.6,21.7,50,50,42.4,18094,82.6,17466,79.7,15397,76.7,23.2,4362,19.9,100,102.7,78,21903,20.3,82,0.4,339,10346,47.2,799,3.6,340,1.6,6,0,866,4,9924,45.3,0.68,0.25,0.32,0.36,0.41,0.48,0.05,0.5,0.06,17452,7.9,"NC","North Carolina","Anson",37,7,"21,897","17,493",25.5,"(21.7, 29.8)",26.6,"(22.5, 30.9)"
"31","050US37023",37023,0.7079,0.7149,0.6793,0.5148,0.6249,59.8,30.6,16.6,11.5,39896,0.4448,37480,31184,17.9,4.8,25,18.8,60.3,40058,79.1,10.4,9.22,21,100,21,67.5,12.8,33.1,14.9,0.015,7.3,19.7,0.02,9.2,2.82,2.37,16.5,4.6,9.8,10.6,1.1,4.3,35873,6.3,49.7,14.9,52.3,6.7,2.1,33,89.6,2.1,85084,3.3,19.8,50,50,44.9,73611,83.8,71558,81.4,62411,78.1,25.4,18659,21.2,100,99.1,83.4,87863,18.6,889,1,2953,5320,6.1,7229,8.2,3889,4.4,38,0,3508,4,71266,81.1,0.31,0.46,0.49,0.82,0.68,0.66,0.06,0.11,0.18,71531,6.4,"NC","North Carolina","Burke",37,23,"88,338","72,201",13.6,"(10.7, 16.8)",14.5,"(11.4, 18.1)"
"32","050US37121",37121,0.5689,0.5437,0.629,0.2444,0.658,59.9,25.9,19,8.2,6633,0.4613,40611,32713,13,6.5,32,16.3,48.6,8673,39.2,26.1,7.93,4,100,4,78.1,13.5,29.7,10.3,0.011,9.6,24.6,0.01,13.3,2.85,2.27,21.2,4.2,13.3,11.3,0.6,6.3,6411,4.1,50.4,15.6,59,4.1,2,24,73.9,0.6,14553,3.1,20.1,50.7,49.3,48,12625,84.3,12295,82.1,10758,78.8,30.6,3812,25.5,97.1,95.9,81.2,14973,17.9,53,0.4,63,118,0.8,790,5.3,370,2.5,0,0,575,3.8,13794,92.1,0.05,0.32,0.28,0.91,0.89,0.89,0,0.01,0.07,12295,7.9,"NC","North Carolina","Mitchell",37,121,"14,999","12,283",9.4,"( 7.1, 11.9)",10.3,"( 7.7, 13.1)"
"33","050US37127",37127,0.8902,0.8403,0.741,0.881,0.8804,52.6,28.8,12.7,12.2,42722,0.4504,41750,33336,14,6.2,20.4,16,85.1,43537,80.6,12.4,8.42,25,100,25,67.5,14.7,33.2,13.6,0.01,7.1,20.2,0.03,10.5,3.05,2.46,16.7,7,9.6,14.5,0.9,4.9,38123,6.4,42.5,13.6,46.8,8.5,1.8,36.7,87.6,3.1,93596,2.9,14.9,51.8,48.2,41.6,76902,80.6,74362,77.9,65126,74.7,22.7,18090,19,93.1,90.9,77.8,95451,22.1,622,0.7,817,38787,40.6,7578,7.9,4997,5.2,12,0,4215,4.4,46001,48.2,0.55,0.34,0.51,0.43,0.4,0.46,0.02,0.5,0.2,74269,7.5,"NC","North Carolina","Nash",37,127,"96,551","75,392",17.1,"(14.1, 20.3)",18.1,"(14.9, 21.5)"
"34","050US37099",37099,0.7862,0.8174,0.2899,0.5352,0.9386,52.3,15.2,13.8,12.6,19483,0.4884,34406,32937,19.3,6.4,20.1,16.2,83.4,27385,55.8,33.7,11.88,9,100,9,37.4,17.3,29.8,10.2,0.021,12.7,19.7,0.03,13.8,2.7,2.17,18.4,4.6,8.4,13.9,0.8,3.9,18164,8.1,41.1,9.1,41.5,4.8,6.5,40.6,66.3,1.8,39406,2.3,12.8,50.7,49.3,38.9,36848,85.5,35903,83.3,29078,73.4,24.5,8799,20.4,97.3,94.8,82.6,43089,16.7,3119,7.2,508,1021,2.4,3310,7.7,1194,2.8,3,0,2994,6.9,34250,79.5,0.57,0.43,0.32,0.76,0.77,0.74,0.03,0.04,0.1,35847,8.5,"NC","North Carolina","Jackson",37,99,"44,574","37,282",11.5,"( 9.1, 14.4)",13.1,"(10.3, 16.1)"
"35","050US37115",37115,0.35,0.3573,0.118,0.1654,0.7483,54.6,21.3,12.2,14.7,9949,0.476,41456,33738,11.4,2.6,26.4,22.6,41.9,11201,24.9,25,6.63,7,100,7,10.6,21.1,33,9.2,0.002,10.3,18.5,0.02,12.3,3.09,2.46,18.1,2.4,10.6,13.3,2.4,7.2,8399,4.1,52,16,51,6.3,2.2,31.8,75,2,20676,3,18.6,50.3,49.7,44.5,18545,85.7,17846,82.5,15251,76.7,27.4,5005,23.1,98.7,96.7,83.4,21640,17.5,16,0.1,94,223,1,759,3.5,205,0.9,20,0.1,1167,5.4,19915,92,0.52,0.44,0.36,0.88,0.94,0.89,0.01,0.02,0.06,17826,7.5,"NC","North Carolina","Madison",37,115,"22,071","18,349",9.2,"( 6.8, 11.9)",10,"( 7.5, 13.1)"
"36","050US37079",37079,0.9863,0.9745,0.8272,0.8883,0.985,60.8,31,13.7,11.6,8055,0.3958,33926,22474,22.4,5.6,24.3,37.9,93.5,7909,29.7,13.6,6.53,5,100,5,21.6,8.7,33.4,22.2,0.022,3.5,21.3,0.03,12,3.32,2.59,18.5,7,10.8,15.6,1.3,5.4,6831,7.9,38.2,14.7,33.7,9.1,3.4,47.7,86.4,3.1,17669,3.5,19.6,42.5,57.5,39.6,16993,83.2,16557,81.1,14408,76.6,20.6,3460,16.9,135.2,141.3,79.5,20421,18.9,132,0.6,5,6570,32.2,3077,15.1,1103,5.4,10,0,2530,12.4,10071,49.3,0.79,0.15,0.17,0.41,0.45,0.47,0,0.34,0.18,16531,5.1,"NC","North Carolina","Greene",37,79,"20,530","16,688",23.1,"(19.4, 27.0)",23.5,"(19.7, 27.4)"
"37","050US37147",37147,0.9001,0.8721,0.5282,0.8524,0.9679,49.6,17.4,19.3,10.8,80980,0.4799,40811,34229,19.4,7.6,12.5,11,101.4,81656,125.2,10.1,10.46,42,100,42,94.3,19.7,24.7,9.1,0.016,14.2,19.6,0.02,8.6,2.87,2.26,17.8,7.8,6.3,13.5,1.1,3.3,73404,7.8,35.5,13.6,43.9,5.3,5.6,43.3,89.9,2.5,166162,1.8,14.8,53,47,33.6,139582,81,135229,78.5,113125,71.2,17.7,24612,14.3,88.7,85,75.5,172279,21.5,649,0.4,3077,60469,35.1,13263,7.7,8719,5.1,73,0,8049,4.7,91243,53,0.44,0.36,0.38,0.51,0.43,0.48,0.04,0.44,0.13,134568,7.1,"NC","North Carolina","Pitt",37,147,"175,119","137,875",15.8,"(12.8, 19.2)",16.9,"(13.8, 20.3)"
"38","050US37089",37089,0.4286,0.4365,0.5959,0.4913,0.2806,50.6,22.6,15.7,13.5,54099,0.4482,38282,38976,11.7,3.3,14.6,14.7,58.5,57338,153.8,12.1,6.86,30,100,30,35.9,22.3,24.6,8.9,0.03,12.8,21.1,0.02,9.7,2.76,2.3,16.2,4.2,10.2,11.1,0.8,4.3,50423,5.4,53.7,15.1,59.7,4.8,2.3,26,87.9,1.6,115975,3.1,15,51.6,48.4,47.2,97888,83.4,95109,81,84889,78.8,30.1,30552,26,93.7,91.5,81.6,117387,19,679,0.6,1520,3842,3.3,15034,12.8,5460,4.7,143,0.1,6977,5.9,98766,84.1,0.55,0.4,0.38,0.78,0.74,0.72,0.04,0.06,0.21,95103,8.2,"NC","North Carolina","Henderson",37,89,"119,230","97,324",8.8,"( 6.6, 11.4)",9.8,"( 7.2, 12.6)"
"39","050US37027",37027,0.6503,0.7257,0.6981,0.4018,0.4808,54.2,30.2,11.9,11.6,36860,0.4281,40295,30811,12.7,4.8,27.2,16.4,62,37231,78.9,12,9.69,19,100,19,37,13,31.7,17.2,0.012,5.6,21.9,0.02,13.6,2.98,2.43,15.7,4.8,9.4,13.4,1.8,5.6,32766,5.5,47,15.2,50.1,7.1,2.4,30.2,88,2.4,79664,3.6,18.6,50.1,49.9,45.5,66493,82.5,64579,80.1,55995,77.1,25.9,17060,21.2,99.4,97.6,86.6,80618,19.9,72,0.1,403,3319,4.1,5160,6.4,3071,3.8,81,0.1,3826,4.7,69846,86.6,0.59,0.54,0.4,0.71,0.72,0.74,0.02,0.11,0.13,64523,7.1,"NC","North Carolina","Caldwell",37,27,"80,574","64,820",13,"(10.1, 16.2)",13.9,"(10.6, 17.5)"
"40","050US37133",37133,0.7948,0.7585,0.6793,0.7213,0.7499,46.6,15.8,11.9,14.4,69573,0.416,37774,30998,11.7,5.8,10.1,12,97,85917,112.7,15.6,13.14,45,100,45,48.6,17.9,29.8,6.8,0.007,8.2,26,0.02,6.7,3.03,2.57,11.5,5.5,4.7,11.3,1.6,2.8,72516,5.7,56.3,25.2,48.6,4.4,2.4,40.6,84.4,2.5,186381,1.6,16.6,44.2,55.8,27.1,162454,77.9,157766,75.7,132539,67.3,12.1,20307,9.7,126.1,134.3,82.1,208537,24.3,1629,0.8,3809,26157,12.5,28739,13.8,5509,2.6,248,0.1,26791,12.8,144394,69.2,0.4,0.3,0.32,0.59,0.59,0.59,0.04,0.17,0.18,117637,21.8,"NC","North Carolina","Onslow",37,133,"213,676","160,933",11.9,"( 9.6, 14.3)",12.8,"(10.4, 15.3)"
"41","050US37067",37067,0.8126,0.7652,0.6825,0.8291,0.7436,46.2,20.2,17.9,10.7,180907,0.4735,42386,37375,14.7,5.3,16.7,3.3,81,173220,424.7,10.1,10.18,86,90.53,95,88.1,22.6,24.1,10,0.028,14.3,19.9,0.02,8.4,3.1,2.42,19,7,8.5,13.2,1.2,3.3,155743,6.5,43.3,15.3,48.7,5.8,2.2,38.5,89.9,2.1,376338,2.3,12.6,52.4,47.6,38.3,309270,80,298526,77.2,254746,72.3,20.5,64234,16.6,90.7,87.4,75.8,386740,22.8,1530,0.4,9171,98592,25.5,56553,14.6,22254,5.8,282,0.1,29868,7.7,225043,58.2,0.41,0.51,0.47,0.61,0.36,0.41,0.05,0.41,0.24,297747,6.2,"NC","North Carolina","Forsyth",37,67,"392,921","304,926",13.2,"(10.8, 16.3)",13.8,"(11.1, 17.0)"
"42","050US37193",37193,0.707,0.8164,0.6491,0.3917,0.5272,58.3,27.3,13.6,14.2,28715,0.4192,35494,27866,16.4,4.9,27.4,23.5,60.7,31744,42.1,15,13.5,17,94.44,18,39.5,11.6,32.4,18.1,0.007,5.1,21.1,0.02,10.3,2.88,2.41,15.2,4.2,9.1,11.9,1,4.5,26975,7.1,50.8,17,54.3,5.4,2.5,28.9,85,1.7,65003,4.8,18.2,50.3,49.7,45.3,54290,82.3,52780,80,46094,76.6,26.7,14981,22.7,98.7,97.2,81.1,65983,20,150,0.2,385,2461,3.7,4785,7.3,1814,2.7,79,0.1,3533,5.4,57561,87.2,0.81,0.5,0.36,0.8,0.77,0.81,0.05,0.1,0.12,52609,6.4,"NC","North Carolina","Wilkes",37,193,"66,013","52,999",13.6,"(10.8, 16.8)",14.7,"(11.5, 18.2)"
"43","050US37111",37111,0.7518,0.6421,0.7502,0.3847,0.861,61.8,35.5,15.1,12.1,18679,0.4286,40374,29555,14,4.7,24.4,25.1,57.5,21475,48.8,14.1,24.94,10,83.33,12,40.4,12.2,35,13.9,0.015,5.4,20.4,0.02,10.6,2.8,2.34,14.3,4.6,8,10.9,0.9,3.7,18445,4.9,52.8,17,54.3,7,1.9,29,85.9,2.5,43218,3.7,17.3,49.8,50.2,44.3,36835,82.4,35861,80.3,31393,77,25.9,9257,20.7,100.9,98.1,83.9,44679,19.7,197,0.4,483,1730,3.9,3028,6.8,937,2.1,0,0,1809,4,39523,88.5,0.68,0.39,0.46,0.76,0.85,0.78,0.05,0.07,0.15,35861,7.7,"NC","North Carolina","McDowell",37,111,"44,893","36,301",12.5,"( 9.6, 15.5)",13.4,"(10.3, 16.5)"
"44","050US37117",37117,0.9306,0.9275,0.959,0.8641,0.6586,57.3,25,19.6,8.7,9263,0.4295,35417,27007,19.6,7,26.7,22.4,71.4,11100,24.3,15.7,10.31,6,100,6,18.3,11,31.3,16.7,0.009,4.2,25.3,0.02,9.9,2.91,2.31,19.9,6.2,12.9,14.1,0.5,6.6,9361,5.5,39.8,11.6,48.3,8.8,3,30.6,84.3,3.9,21610,7.3,20.5,53.7,46.3,46.7,17874,82.1,17351,79.7,15373,76.8,29.5,5444,25,86.1,83.9,78.4,21773,20.3,15,0.1,124,8934,41,939,4.3,299,1.4,24,0.1,1138,5.2,11239,51.6,0.84,0.19,0.51,0.46,0.49,0.45,0.03,0.43,0.08,17348,7,"NC","North Carolina","Martin",37,117,"21,447","17,125",19.9,"(16.4, 23.7)",21.6,"(17.9, 25.8)"
"45","050US37059",37059,0.4057,0.3665,0.5523,0.4658,0.3668,50.6,29.2,13.4,12.1,20074,0.4211,43804,39128,10,4.5,24,16.6,44.5,19079,72.4,11.6,10.25,10,100,10,33.7,18,31.7,9.3,0.014,8.8,22.3,0.01,9,3.08,2.56,15.7,1.6,9.6,11.4,2,4.3,16873,3.9,55.3,18.6,56.9,6.8,2.5,29.4,88.4,1.3,43167,3.4,17.5,50.9,49.1,45,35731,82.1,34376,79,30001,76.1,26.1,9470,21.8,96.5,92.3,82.6,43526,21,175,0.4,308,1734,4,3493,8,1232,2.8,0,0,3408,7.8,36669,84.2,0.45,0.19,0.32,0.87,0.8,0.76,0.02,0.05,0.12,34320,8.6,"NC","North Carolina","Davie",37,59,"44,599","35,409",9,"( 7.0, 11.5)",9.8,"( 7.5, 12.4)"
"46","050US37103",37103,0.6736,0.7973,0.2654,0.7598,0.5695,56,24.1,17.7,11.3,3863,0.4276,38523,28699,21.3,4.1,28.4,31.7,50.6,4675,9.9,16.3,18.26,3,100,3,7.9,14.2,37.9,13.6,0.001,3.6,22,0.02,10.3,2.87,2.32,18.3,4.5,11.1,12.5,0.5,4,3915,4.3,46.9,12,56.7,10.7,3,25,83.7,3.7,9102,4.3,21.8,50.5,49.5,48.1,7749,83.8,7545,81.6,6663,78.5,29.6,2202,23.8,98,94.6,83.2,9245,18.4,55,0.6,67,2523,27.3,441,4.8,53,0.6,0,0,690,7.5,5857,63.4,0.23,0.28,0.16,0.66,0.59,0.66,0.01,0.32,0.06,7537,12.1,"NC","North Carolina","Jones",37,103,"9,401","7,647",19.5,"(16.1, 23.3)",20.6,"(17.0, 24.5)"
"47","050US37053",37053,0.0862,0.2409,0.196,0.4248,0.0134,43.5,18.9,10.1,13.4,14846,0.4054,51569,44165,7.6,2.9,15.5,10.2,28.5,16636,63.5,30.9,40.62,2,20,9,10.8,20.5,33.4,6.1,0.005,8.8,22.3,0.01,8.7,2.95,2.57,10.9,4.7,7.8,9.5,1.4,3.4,11497,6.1,60.9,19.8,60.4,5.3,2.5,26,69.1,1.6,29520,3.4,12.2,49.6,50.4,41.7,23723,80.1,23058,77.9,20008,75.2,21.3,5106,17.2,101.5,99.7,88.3,29612,22.1,50,0.2,300,1509,5.1,1444,4.9,692,2.3,0,0,1701,5.7,25360,85.6,0.27,0.27,0.28,0.84,0.81,0.82,0.01,0.07,0.07,22521,16.2,"NC","North Carolina","Currituck",37,53,"31,593","24,619",7.7,"( 5.9,  9.8)",7.9,"( 5.9, 10.1)"
"48","050US37177",37177,0.854,0.819,0.7945,0.8075,0.7531,60.4,25.4,12.6,9.7,1168,0.4201,29863,22294,20.8,5.1,21.8,34,47.1,2004,5.1,28.8,23.35,1,100,1,5.5,9.3,40.8,19.4,0.027,5.5,20.5,0.01,11.6,2.32,1.99,15.8,4.6,10,11.8,0.6,6.6,1426,2.7,49.7,20.7,48.2,2.7,1.4,33.3,71.2,1.9,2835,5,22.7,47.9,52.1,46,2832,83.9,2816,83.4,2574,82.5,28.3,862,25.5,108.8,113.2,85.4,3376,16.6,6,0.2,29,1103,32.7,337,10,188,5.6,0,0,147,4.4,1903,56.4,0,0,0,0.54,0.54,0.54,0.01,0.32,0.1,2816,6,"NC","North Carolina","Tyrrell",37,177,"3,461","2,772",19.6,"(16.2, 23.1)",20.8,"(17.1, 24.3)"
"49","050US37165",37165,0.9959,0.9857,0.8225,0.9135,0.9981,61.4,30.2,12.5,11,13133,0.5291,33424,27678,26.6,10.1,26.3,27.6,109.6,14421,45.2,14.2,8.68,9,100,9,80,9.3,36.1,17.6,0.013,5.5,20.8,0.05,11.4,3.24,2.6,16.6,9.4,9.8,15.5,1.7,5,12376,4.8,36.3,10.6,37.3,9.7,5,45.7,85.8,2.7,32210,3,17.9,48.4,51.6,38.3,27382,79.7,26619,77.5,23079,73.3,21.4,6134,17.9,106.5,106.6,76.2,34353,22.5,3919,11.4,348,12973,37.8,1272,3.7,686,2,0,0,2333,6.8,14094,41,0.75,0.31,0.32,0.34,0.35,0.43,0.03,0.45,0.06,26609,6.6,"NC","North Carolina","Scotland",37,165,"34,376","26,528",27.4,"(23.4, 31.5)",28.5,"(24.3, 32.7)"
"50","050US37017",37017,0.8326,0.86,0.7709,0.8352,0.5848,58,28.5,14.6,11.3,11332,0.5117,40218,28970,21.2,4.3,27.9,32.2,70.5,15272,17.5,23.8,13.84,11,100,11,21.9,14.6,33.4,11.4,0.015,6,22.4,0.01,11.1,3.38,2.5,21.3,6.9,12.9,15.4,0.8,5.6,11635,4.9,41.6,12.4,45.9,7.9,1.8,36.1,76.2,2.8,29137,4.1,15.5,51.7,48.3,44.8,24145,81.6,23485,79.4,20375,75,26.6,6858,23.2,93.4,89.6,81.4,29591,20.6,960,3.2,61,9928,33.6,2650,9,1668,5.6,0,0,726,2.5,16248,54.9,0.85,0.26,0.17,0.48,0.49,0.58,0.01,0.39,0.11,23454,9.3,"NC","North Carolina","Bladen",37,17,"29,484","23,400",19,"(15.8, 22.4)",20.4,"(16.8, 24.2)"
"51","050US37143",37143,0.5921,0.7175,0.7451,0.6567,0.1858,50.5,21.5,14.2,9.7,5068,0.4118,43611,33626,11.4,5,19.6,24.1,64.7,6918,28,19.3,36.88,1,25,4,19.6,12.1,31.6,13.3,0.005,8.3,25.4,0.02,7.1,2.91,2.34,16.3,4.1,10.1,14.4,1.8,6.9,5580,3.5,50,9.6,55.2,7.2,0.9,28.3,80.7,4.2,13052,5.2,23.6,51.7,48.3,50.5,11064,84.2,10677,81.2,9302,76.9,36.1,3732,28.4,93.4,92,90.5,13146,18.8,5,0,106,2861,21.8,391,3,309,2.4,2,0,620,4.7,9243,70.3,0.52,0.26,0.34,0.74,0.64,0.61,0.02,0.27,0.05,10662,11.1,"NC","North Carolina","Perquimans",37,143,"13,377","10,937",12.7,"(10.5, 15.7)",14.2,"(11.4, 17.4)"
"52","050US37139",37139,0.7626,0.7324,0.6001,0.8473,0.6774,48.5,18.9,13.9,10,17573,0.4318,41591,32707,10,6.6,16.8,12.2,80.6,17565,77.4,12.4,30.92,5,50,10,47.1,17.8,28.4,10,0.003,9.1,24.2,0,8.9,2.96,2.51,15.1,6.5,8.3,11.6,2,3.9,15394,4.6,50.1,17,51.3,4.9,4,36.3,87.6,0.8,38571,2.7,15.1,50.9,49.1,39,32906,80.6,32008,78.4,27807,73.6,21.7,7382,18.1,96.5,93.4,73.7,40830,21.6,160,0.4,504,14361,35.2,2401,5.9,670,1.6,113,0.3,2331,5.7,22691,55.6,0.45,0.27,0.37,0.51,0.48,0.44,0.03,0.4,0.1,31318,11.5,"NC","North Carolina","Pasquotank",37,139,"41,444","32,807",13.8,"(11.2, 16.6)",14.5,"(11.6, 17.5)"
"53","050US37107",37107,0.9984,0.971,0.9975,0.8794,0.9774,61.3,28.4,21.4,9.8,22641,0.4669,35802,28409,22.5,7.2,24.4,21.9,90.7,26767,67.1,14.3,2.75,17,100,17,48.3,10.3,32.7,17.5,0.017,5.5,21.8,0.03,10.5,3.02,2.34,18.2,8.9,10,17.3,0.5,6.8,22930,6.7,36.3,11.4,43.6,7.5,3.2,39.4,85.7,1.8,53692,4.8,23,52.3,47.7,42.2,44119,80.3,42457,77.3,37290,74.1,25,11576,21.1,91.3,87.9,73.6,54917,22.7,151,0.3,440,21799,39.7,4620,8.4,2093,3.8,59,0.1,2596,4.7,27779,50.6,0.7,0.43,0.28,0.43,0.34,0.56,0.03,0.55,0.13,42318,8.8,"NC","North Carolina","Lenoir",37,107,"54,895","42,399",24.5,"(20.3, 28.6)",25.9,"(21.7, 30.5)"
"54","050US37013",37013,0.8066,0.8654,0.8451,0.7156,0.447,53.9,28.6,13.7,10.8,19343,0.4669,37883,33912,18,5.4,23.1,23,64.4,24385,29.3,21.7,15.36,11,84.62,13,44.4,13.1,31.7,11.9,0.017,7.5,24.4,0.02,8.6,2.8,2.31,16.2,6.4,10.1,11.5,1,4.2,19103,4.8,49.2,11.7,55.9,7,2,29.6,78.3,1.8,44073,4.1,16.7,52.5,47.5,47.1,37036,83,35948,80.6,32198,78.3,30.1,11130,25,90.6,89.7,84.3,44597,19.4,41,0.1,135,10181,22.8,3482,7.8,974,2.2,7,0,2561,5.7,30698,68.8,0.59,0.39,0.33,0.62,0.55,0.63,0.01,0.34,0.12,35940,9.2,"NC","North Carolina","Beaufort",37,13,"44,481","35,939",15.1,"(12.2, 18.1)",16.7,"(13.6, 20.0)"
"55","050US37101",37101,0.5294,0.4683,0.6102,0.7261,0.4152,48.1,25.4,11.9,11.6,111330,0.4225,48323,36673,11.2,3.9,14.1,14,57.4,88314,111.5,6.8,10.72,53,100,53,27.8,20,27.5,10.5,0.031,7.7,21.4,0.03,8.7,3.21,2.73,12.8,4.4,6.7,9.5,1.5,2.7,82293,6.2,57.7,25.9,56.6,6.1,1.9,30.4,93.2,1.8,224738,2.4,13,50.7,49.3,38.3,176331,77.8,169671,74.9,145243,71.4,17,30615,13.5,97.4,95.4,79.2,226623,25.1,1604,0.7,1785,37620,16.6,36811,16.2,18230,8,116,0.1,16240,7.2,151028,66.6,0.47,0.33,0.28,0.66,0.56,0.58,0.02,0.23,0.21,169434,8.2,"NC","North Carolina","Johnston",37,101,"241,955","182,582",11.7,"( 9.4, 14.3)",11.8,"( 9.4, 14.5)"
"56","050US37035",37035,0.6818,0.6055,0.6312,0.6249,0.7016,50.9,32.9,12,11.4,76978,0.4636,42516,36025,12.8,4.2,21.2,12.8,64.5,72028,179.4,9.5,4.6,34,100,34,92.9,17.7,28.8,12.5,0.02,7.3,21.3,0.02,9.3,2.95,2.45,15.1,4.8,8.9,12.4,1.3,4.2,65201,7.1,49.3,16.4,53.7,6.4,2.5,32.3,90.5,1.6,159441,3,13.9,50.8,49.2,41.8,131295,81,126620,78.1,109362,74.6,22.3,29857,18.4,96.7,94.8,80.2,162051,21.9,772,0.5,6703,12975,8,17954,11.1,6849,4.2,65,0,11841,7.3,122846,75.8,0.41,0.38,0.33,0.67,0.64,0.66,0.07,0.15,0.18,126497,6.4,"NC","North Carolina","Catawba",37,35,"164,645","129,398",11.1,"( 8.8, 13.6)",11.8,"( 9.3, 14.7)"
"57","050US37019",37019,0.2275,0.3535,0.1244,0.504,0.2004,45.6,20.3,13.6,13.5,58884,0.4461,42625,44565,9.4,5.2,11.8,18.1,37.1,93977,110.5,31.4,11.64,43,100,43,36.3,21.1,26.2,6.7,0.005,12.1,22,0.02,8.4,2.65,2.25,15.7,2.7,9.2,9.3,0.6,4.4,64436,5.9,57.6,10.9,64.4,5.9,2,22.6,68.6,1,144961,3.5,15.3,51.9,48.1,56.1,127378,87.3,124942,85.6,113503,83.4,40.1,48517,33.3,92.8,90.5,90.7,145889,14.4,506,0.3,908,11808,8.1,8037,5.5,3393,2.3,44,0,9107,6.2,120123,82.3,0.46,0.44,0.43,0.81,0.7,0.71,0.01,0.15,0.1,124780,11.2,"NC","North Carolina","Brunswick",37,19,"159,964","137,936",7.9,"( 6.0, 10.2)",9.2,"( 7.1, 11.8)"
"58","050US37029",37029,0.2523,0.2561,0.6032,0.546,0.1021,35.4,12.3,12.9,11,5053,0.3793,49602,38350,5,4.9,17,12.6,38,4226,17.6,6.6,23.71,1,50,2,0.6,18.4,30.9,7,0.002,7.3,23.1,0,7.3,3.17,2.71,10.5,2.4,5.9,10.3,3.2,3.8,3948,3.9,63.7,28.1,63,4.6,0.9,26.3,93.4,0.9,10714,2.5,14.5,50.6,49.4,40.9,8301,77.3,8135,75.7,7162,72.3,19.6,1714,16,97.6,98.4,79.3,10743,24.3,29,0.3,77,891,8.3,419,3.9,284,2.6,25,0.2,901,8.4,8536,79.5,0.12,0.05,0.21,0.78,0.79,0.77,0.01,0.08,0.04,8013,15.6,"NC","North Carolina","Camden",37,29,"11,137","8,653",7.9,"( 6.2,  9.7)",8,"( 6.3,  9.9)"
"59","050US37061",37061,0.9144,0.9058,0.9749,0.8683,0.5549,61.2,36.4,12.3,10,21983,0.4295,36613,27599,17.9,4.7,24.6,31.5,71.3,23823,29.2,15.6,7.29,21,100,21,24.3,12.6,30.7,18.1,0.065,4.9,22.9,0.04,8.2,3.01,2.42,15.5,6.2,8.5,13.6,0.7,4.1,20096,5.9,48.9,17.2,53.9,5.7,1.4,31.5,84.4,3.2,48602,3.3,17.3,50.7,49.3,40.7,38785,79.1,37419,76.3,32693,72.9,22.9,9639,19.7,97.3,94.4,83.1,49053,23.7,200,0.4,299,11184,22.8,11137,22.7,5879,12,58,0.1,3243,6.6,28190,57.5,0.72,0.4,0.32,0.53,0.42,0.46,0.03,0.33,0.3,37363,7.7,"NC","North Carolina","Duplin",37,61,"49,520","37,683",18.2,"(15.1, 21.6)",19.3,"(16.2, 22.9)"
